id,original_title,tags,vote_average,release_date
13132,All the Real Girls,"All the Real Girls In a small North Carolina town, Paul, a womanizer, meets Noel, a confused intellectual returning home for the first time in years since she left for boarding school. The film depicts the typical romance of a good girl and a bad boy, in an interesting way. Drama Romance southern usa small town virgin independent film best friend",5.9,2003-08-01
47686,Dream with the Fishes,"Dream with the Fishes Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him. Comedy independent film",7.7,1997-01-01
46989,Blue Car,"Blue Car Gifted 18-year-old Meg has been abandoned by her father and neglected by her hardworking mother. Left to care for her emotionally disturbed younger sister, her world begins to unravel. She finds an outlet in writing poetry and support from her English teacher, Mr. Auster. But what started out as a mentoring relationship begins to get a bit more complex. Drama independent film woman director",6.7,2002-01-11
192132,Palo Alto,"Palo Alto Palo Alto weaves together three stories of teenage lust, boredom, and self-destruction: shy, sensitive April, torn between an illicit flirtation with her soccer coach and an unrequited crush on sweet stoner Teddy; Emily, who offers sexual favors to any boy to cross her path; and the increasingly dangerous exploits of Teddy and his best friend Fred, whose behavior may or may not be sociopathic. Drama high school soccer teenager older man younger woman relationship teenage sexuality woman director",6.4,2014-05-09
24424,Ajami,"Ajami Ajami is an area of Tel Aviv in Israel where Arabs, Palestinians, Jews and Christians live together in a tense atmosphere. Omar, an Israeli Arab, struggles to save his family from a gang of extortionists. He also courts a beautiful Christian girl: Hadir. Malek, an illegal Palestinian worker, tries to collect enough money to pay for his mother's operation. Dando, an Israeli cop, does his utmost to find his missing brother who may have been killed by Palestinians. Crime Drama ",6.8,2009-09-17
13198,Wristcutters: A Love Story,"Wristcutters: A Love Story Zia, distraught over breaking up with his girlfriend, decides to end it all. Unfortunately, he discovers that there is no real ending, only a run-down afterlife that is strikingly similar to his old one, just a bit worse. Discovering that his ex-girlfriend has also ""offed"" herself, he sets out on a road trip, with his Russian rocker friend, to find her. Their journey takes them through an absurd purgatory where they discover that being dead doesn't mean you have to stop livin'! Comedy Drama Fantasy Romance independent film break-up ex-boyfriend ex-girlfriend relationship rolling a cigarette autocide record player hypodermic needle missing pet head in oven grocery store arm in cast gun in mouth toast listening to music",6.7,2006-01-24
244267,I Origins,"I Origins I Origins follows a molecular biologist studying the evolution of the human eye.  He finds his work permeating his life after a brief encounter with an exotic young woman who slips away from him.  As his research continues years later with his lab partner, they make a stunning scientific discovery that has far reaching implications and complicates both his scientific and and spiritual beliefs.  Traveling half way around the world, he risks everything he has ever known to validate his theory. Science Fiction Drama independent film eyes molecular biologist",7.5,2014-07-18
21413,The Battle of Shaker Heights,"The Battle of Shaker Heights A quirky teen with a penchant for war reenactments, Kelly Ernswiler obsesses over military tactics with his buddy Bart. The school bully is one of Kelly's regular headaches, and he also has to deal with a frustrating situation at home, where his father is a recovering drug addict. Kelly's life gets even more complicated when he falls for Tabby, Bart's pretty and soon-to-be-wed older sister. Comedy Drama Romance fantasy enemy sister high school battlefield bully teenager strategy addict",5.6,2003-08-22
123678,Jagal,"Jagal In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity. Documentary corruption war indonesia",7.5,2012-08-31
13362,Taxi to the Dark Side,"Taxi to the Dark Side An in-depth look at the torture practices of the United States in Afghanistan, Iraq and Guantanamo Bay, focusing on an innocent taxi driver in Afghanistan who was tortured and killed in 2002 Documentary taxi afghanistan guantanamo bay torture chamber",6.6,2007-04-30
39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"Once in a Lifetime: The Extraordinary Story of the New York Cosmos In the 1970s the North American Soccer League marked the first attempt to introduce soccer to American sports fans. While most teams had only limited success at best, one managed to break through to genuine mainstream popularity - the New York Cosmos. The brainchild of Steve Ross (Major executive at Warner Communications) and the Ertegun brothers (Founders of Atlantic Records), the Cosmos got off to a rocky start in 1971, but things changed in 1975 when the world's most celebrated soccer star, the Brazilian champion Pele, signed with the Cosmos for a five-million-dollar payday. With the arrival of Pele, the Cosmos became a hit  and the players became the toast of the town, earning their own private table at Studio 54. A number of other international soccer stars were soon lured to the Cosmos, including Franz Beckenbauer, Rodney Marsh, and Carlos Alberto, but with the turn of the decade, the team began losing favor with fans and folded in 1985. Documentary new york beckenbauer pele",4.7,2006-01-01
62402,Guiana 1838,"Guiana 1838 The abolition of slavery in the British Caribbean in 1834 prompts Gillanders, Arbuthnot &amp; Company in Calcutta, a part of the East India Company, to recruit Coolies from India to fill the resulting labor void. The company hires Sinha, a fierce small-timer to sell dreams of El Dorado to the unsuspecting, impoverished Coolies who are signed to five-year contracts as indentured servants. Upon the Coolies' arrival in British Guiana in 1838, the British planters promptly enslave them to ensure that the growth of sugar in the British West Indies will continue uninterrupted. John Scoble of the British and Foreign Anti Slavery Society arrives on the colony a year later to discover a new form of slavery; this time on the backs of Indians. Drama guyana 19th century",2.8,2004-09-24
206412,Lisa Picard Is Famous,"Lisa Picard Is Famous A documentarian decides to follow the career of New York actress Lisa Picard, believing she is on the brink of fame. Instead, he bears witness to Lisa's continued, humorous, struggles as an actress, as well as the conflict that arises when Lisa's best friend Tate hits it big with an off-Broadway one-man show.  ",4.0,2000-05-14
